dog,9.80547115644,4.58388591337
dog,9.69230557034,4.53098286044
dog,9.5831458457,4.47995248195
dog,9.3187589897,4.35635596892
dog,9.85283293193,4.63174244039
dog,8.77923020251,4.12704868337
dog,7.42530549401,-3.16952330731
dog,7.42430312551,-3.16903126274
dog,7.42330444676,-3.16860496747
dog,7.42230576801,-3.1681786722
dog,9.83644686544,4.59931521743
dog,8.95115798453,4.18537182516
dog,9.61202303448,4.49441821479
dog,9.55794484901,4.4691321158
dog,9.34634015219,4.37085941132
dog,9.89290580057,4.60069642479
dog,9.83482490642,4.57368583996
dog,9.50325215398,4.41971828264
dog,9.24431093274,4.34745260752
dog,8.81069255008,4.14352824545
dog,9.29601456586,4.34793526159
dog,9.40004616833,4.39660831905
dog,9.34797461177,4.37225324673
dog,9.78254510898,4.60151844775
dog,9.56124162143,4.49742134901
dog,9.45409468402,4.44702139623
dog,8.90634351799,4.18936930117
dog,9.45572466407,4.42370216834
dog,9.3515859632,4.3749825039
dog,9.29734492209,4.32537768383
dog,9.89536793711,4.65553261209
dog,9.83729025156,4.62820839174
dog,9.50484556879,4.47180078561
dog,9.14535251081,4.30269218358
dog,9.0472213858,4.25652347306
dog,9.39754490043,4.39686689753
dog,8.99701586741,4.2094693112
dog,9.95213886806,4.65637855572
dog,9.5045539608,4.44696330227
dog,9.29513430672,4.32478118271
dog,9.09477425818,4.23176332521
dog,8.95058972551,4.16467464956
dog,9.89375125877,4.60355581137
dog,9.77956996837,4.55053688423
dog,9.50421986798,4.42241327982
dog,9.83509594484,4.62745284042
dog,9.66678880912,4.54847153045
dog,9.29430128446,4.37320617143
dog,9.24323444641,4.34917785608
dog,9.19216760835,4.32514954073
dog,7.41564433788,-3.14226006829
dog,7.41464548187,-3.14183680414
dog,7.41364662587,-3.14141353998
dog,9.89368468965,4.63000701091
dog,9.83561104526,4.60282987205
dog,9.45012219885,4.42242989861
dog,9.14273239146,4.27857849122
dog,9.89769041186,4.63181858917
dog,8.72119853372,4.08125474055
dog,9.61725353576,4.5006487497
dog,9.56305189044,4.47527853227
dog,9.45892219097,4.42654820721
dog,9.05341711133,4.23678107596
